title,steamAppID,releaseDate,normalPrice,metacriticScore,steamRatingText,steamRatingPercent,developers,publishers,total_reviews,positive_reviews,negative_reviews
Assassin's Creed III Remastered,911400,2019-03-29,39.99,75,Mixed,59,Ubisoft Entertainment,Ubisoft Entertainment				,2873,1845,1028
Super Dragon Ball Heroes World Mission,798510,2019-04-04,59.99,72,Very Positive,84,Dimps Corporation,BANDAI NAMCO Entertainment,633,539,94
Sniper Elite V2 Remastered,728740,2019-05-14,34.99,61,Mostly Positive,75,Rebellion,Rebellion,947,696,251
Remnant: From the Ashes,617290,2019-08-19,39.99,78,Very Positive,85,Gunfire Games,Gearbox Publishing,22233,19360,2873
MORDHAU,629760,2019-04-29,29.99,81,Very Positive,80,Triternion,Triternion,58076,47566,10510
OCTOPATH TRAVELER,921570,2019-06-07,59.99,80,Very Positive,86,Square Enix,Square Enix,3807,3322,485
Atelier Lulua The Scion of Arland /  ,1045620,2019-06-04,59.99,79,Very Positive,90,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",105,89,16
Bloodstained: Ritual of the Night,692850,2019-06-18,39.99,83,Very Positive,94,ArtPlay,505 Games,9762,9182,580
Railroad Corporation,797400,2019-11-18,34.99,55,Mostly Positive,75,Corbie Games,Iceberg Interactive,570,429,141
Void Bastards,857980,2019-05-28,29.99,81,Very Positive,87,Blue Manchu,Humble Games,2483,2169,314
The Surge 2,644830,2019-09-23,29.99,76,Mostly Positive,77,Deck13,Focus Entertainment,2526,2084,442
Shattered - Tale of the Forgotten King,1045180,2021-02-17,29.99,68,Mostly Positive,72,Redlock Studio,Redlock Studio,276,194,82
Barotrauma,602960,2023-03-13,34.99,81,Very Positive,93,FakeFish,Daedalic Entertainment,20205,19204,1001
Cyberpunk 2077,1091500,2020-12-10,59.99,86,Very Positive,81,CD PROJEKT RED,CD PROJEKT RED,266696,225100,41596
DOOM Eternal,782330,2020-03-20,39.99,88,Very Positive,91,id Software,Bethesda Softworks,104750,95580,9170
Planet Zoo,703080,2019-11-05,44.99,81,Very Positive,90,Frontier Developments,Frontier Developments,32538,29621,2917
Spyro Reignited Trilogy,996580,2019-09-03,39.99,75,Very Positive,93,Toys for Bob,Activision,6868,6398,470
GreedFall,606880,2019-09-09,34.99,72,Mostly Positive,77,Spiders,Focus Entertainment,9195,7087,2108
EARTH DEFENSE FORCE 5,1007040,2019-07-11,59.99,76,Very Positive,94,SANDLOT,D3PUBLISHER,4637,4442,195
Field of Glory: Empires,1011390,2019-07-11,39.99,76,Very Positive,82,Ageod,Slitherine Ltd.,439,369,70
The Bard's Tale IV: Director's Cut,1091980,2019-08-27,34.99,84,Mostly Positive,77,inXile Entertainment,inXile Entertainment,380,289,91
Killsquad,910490,2021-10-21,29.99,73,Mostly Positive,72,Novarama,Novarama,1253,933,320
Gloomhaven,780290,2019-07-17,34.99,82,Very Positive,85,Flaming Fowl Studios,Twin Sails Interactive,8773,7405,1368
FIA European Truck Racing Championship,940580,2019-07-18,29.99,68,Mixed,66,N-RACING,Nacon,39,21,18
ONINAKI,987720,2019-08-22,49.99,72,Mixed,64,Tokyo RPG Factory,Square Enix,161,104,57
Iratus Lord of the Dead,807120,2020-04-23,29.99,78,Very Positive,85,Unfrozen,Daedalic Entertainment,2536,2164,372
Monster Boy and the Cursed Kingdom,449610,2019-07-25,29.99,82,Very Positive,90,Game Atelier,FDG Entertainment,740,652,88
Cyberdimension Neptunia: 4 Goddesses Online,632350,2018-02-27,29.99,70,Very Positive,87,IDEA FACTORY,Idea Factory International,1144,969,175
Romance of the Three Kingdoms XIII,363150,2016-01-27,59.99,61,Mixed,55,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",786,528,258
DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,278080,2014-05-13,49.99,71,Very Positive,84,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",3214,2578,636
Indivisible,421170,2019-10-08,39.99,78,Mostly Positive,72,Lab Zero Games,505 Games,1083,804,279
Ys VIII: Lacrimosa of DANA,579180,2018-04-16,39.99,69,Very Positive,89,Nihon Falcom,"NIS America, Inc.",1704,1570,134
Gears 5,1097840,2019-09-10,39.99,82,Mostly Positive,71,The Coalition,Xbox Game Studios,6848,5038,1810
Yooka-Laylee and the Impossible Lair,846870,2019-10-08,29.99,81,Very Positive,86,Playtonic Games,Team17 Digital Ltd,418,359,59
Ni no Kuni: Wrath of the White Witch Remastered,798460,2019-09-20,49.99,82,Very Positive,85,LEVEL-5,BANDAI NAMCO Entertainment,1804,1543,261
TRIALS of MANA,924980,2020-04-24,49.99,78,Very Positive,92,Square Enix,Square Enix,1910,1774,136
Fantasy General II,1025440,2019-09-05,39.99,80,Very Positive,82,Owned by Gravity,Slitherine Ltd.,464,380,84
DRAGON BALL Z: KAKAROT,851850,2020-01-17,59.99,73,Very Positive,93,CyberConnect2 Co. Ltd.,Bandai Namco Entertainment Inc.,14276,13156,1120
Atelier Ryza: Ever Darkness and the Secret Hideout,1121560,2019-10-29,59.99,75,Very Positive,87,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",1651,1472,179
Encased: A Sci-Fi Post-Apocalyptic RPG,921800,2021-09-07,29.99,73,Mostly Positive,78,Dark Crystal Games,Prime Matter,1693,1284,409
The Jackbox Party Pack 6,1005300,2019-10-17,29.99,80,Overwhelmingly Positive,95,"Jackbox Games, Inc.","Jackbox Games, Inc.",1794,1720,74
POSTAL 4: No Regerts,707030,2022-04-20,39.99,30,Mostly Positive,74,Running With Scissors,Running With Scissors,5529,4135,1394
Offworld Trading Company,271240,2016-04-28,29.99,78,Mostly Positive,76,Mohawk Games,Stardock Entertainment,2502,1945,557
EARTH DEFENSE FORCE: IRON RAIN,1039890,2019-10-15,59.99,65,Mixed,58,YUKE'S,D3PUBLISHER,530,326,204
Darksiders Genesis,710920,2019-12-05,29.99,77,Very Positive,83,Airship Syndicate,THQ Nordic,2911,2510,401
SD GUNDAM G GENERATION CROSS RAYS,728530,2019-11-27,59.99,71,Very Positive,85,TOM CREATE,株式会社バンダイナムコエンターテインメント,1732,1582,150
Immortal Realms: Vampire Wars,1024480,2020-08-28,29.99,70,Mixed,61,Palindrome Interactive,Kalypso Media,194,118,76
STAR WARS Jedi: Fallen Order,1172380,2019-11-15,39.99,81,Very Positive,88,Respawn Entertainment,Electronic Arts,67232,60188,7044
Pistol Whip,1079800,2019-11-07,29.99,83,Very Positive,93,Cloudhead Games Ltd.,Cloudhead Games Ltd.,2659,2485,174
Unity of Command II,809230,2019-11-12,29.99,88,Very Positive,81,2x2 Games,2x2 Games,962,788,174
Terminator: Resistance,954740,2019-11-14,39.99,60,Very Positive,92,Teyon,Reef Entertainment,6734,6191,543
Wasteland 3,719040,2020-08-28,39.99,85,Very Positive,84,inXile Entertainment,inXile Entertainment,9425,8012,1413
Bleeding Edge,1189800,2020-03-24,29.99,62,Mixed,67,Ninja Theory,Ninja Theory,740,507,233
DRAGON QUEST BUILDERS 2,1072420,2019-12-10,49.99,85,Very Positive,92,Square Enix,Square Enix,1383,1240,143
Narcos: Rise of the Cartels,914110,2019-11-19,29.99,45,Mixed,53,Kuju,Curve Games,94,52,42
Half-Life: Alyx,546560,2020-03-23,59.99,93,Overwhelmingly Positive,98,Valve,Valve,51366,50506,860
LOST EMBER,563840,2019-11-22,29.99,78,Very Positive,88,Mooneye Studios,Mooneye Studios,1860,1626,234
