title,steamAppID,releaseDate,normalPrice,metacriticScore,steamRatingText,steamRatingPercent,developers,publishers
TRIANGLE STRATEGY,1850510,2022-10-13,59.99,84,Mostly Positive,79,Square Enix,Square Enix
OCTOPATH TRAVELER II,1971650,2023-02-24,59.99,83,Overwhelmingly Positive,95,Square Enix,Square Enix
Lost Judgment,2058190,2022-09-14,59.99,84,Overwhelmingly Positive,95,Ryu Ga Gotoku Studio,SEGA
Judgment,2058180,2022-09-14,39.99,84,Overwhelmingly Positive,95,Ryu Ga Gotoku Studio,SEGA
Like a Dragon: Ishin!,1805480,2023-02-21,59.99,80,Very Positive,84,Ryu Ga Gotoku Studio,SEGA
CRISIS CORE FINAL FANTASY VII REUNION,1608070,2022-12-13,49.99,83,Very Positive,90,Square Enix,Square Enix
Metal: Hellsinger,1061910,2022-09-15,29.99,79,Overwhelmingly Positive,97,The Outsiders,Funcom
Gungrave G.O.R.E,1630110,2022-11-22,49.99,57,Mostly Positive,72,"Iggymob Co.,Ltd",Prime Matter
UNCHARTED Legacy of Thieves Collection,1659420,2022-10-19,49.99,88,Very Positive,89,Naughty Dog LLC,PlayStation PC LLC
Sackboy: A Big Adventure,1599660,2022-10-27,59.99,81,Very Positive,85,Sumo Digital,PlayStation PC LLC
Need for Speed Unbound,1846380,2022-12-02,69.99,73,Mixed,64,Criterion Games,Electronic Arts
SuperPower 3,1563130,2022-10-07,29.99,49,Overwhelmingly Negative,10,GolemLabs,THQ Nordic
Coral Island,1158160,2023-11-14,29.99,82,Very Positive,89,Stairway Games,Humble Games
Stranded: Alien Dawn,1324130,2023-04-25,34.99,81,Very Positive,85,Haemimont Games,Frontier Foundry
LEGO Bricktales,1898290,2022-10-12,29.99,75,Very Positive,88,ClockStone,Thunderful Publishing
Lost Eidolons,1580520,2022-10-13,34.99,75,Mostly Positive,72,"Ocean Drive Studio, Inc.","Ocean Drive Studio, Inc."
Marvels Spider-Man: Miles Morales,1817190,2022-11-18,49.99,88,Very Positive,93,Insomniac Games,PlayStation PC LLC
Crash Bandicoot 4: Its About Time,1378990,2021-03-26,39.99,83,Very Positive,87,Toys for Bob,Activision
NEO: The World Ends with You,1647550,2021-09-28,59.99,85,Very Positive,93,Square Enix,Square Enix
Persona 5 Royal,1687950,2022-10-21,59.99,95,Overwhelmingly Positive,97,ATLUS,SEGA
Yomawari: Lost in the Dark,1998330,2022-10-25,39.99,75,Very Positive,89,"Nippon Ichi Software, Inc.","NIS America, Inc."
The Legend of Heroes: Trails from Zero,1668510,2022-09-27,39.99,90,Overwhelmingly Positive,97,Nihon Falcom,"NIS America, Inc."
Atomic Heart,668580,2023-02-21,59.99,75,Very Positive,84,Mundfish,4Divinity
Atari 50: The Anniversary Celebration,1919470,2022-11-11,39.99,82,Very Positive,94,Digital Eclipse,Atari
Floodland,1336180,2022-11-15,29.99,73,Mixed,56,Vile Monarch,Ravenscourt
Monochrome Mobius: Rights and Wrongs Forgotten,1962430,2022-11-16,59.99,64,Very Positive,81,AQUAPLUS,Shiravune
Fallout 76,1151340,2018-11-14,39.99,52,Mostly Positive,76,Bethesda Game Studios,Bethesda Softworks
Assassins Creed Valhalla,2208920,2020-11-10,59.99,82,Mostly Positive,70,Ubisoft Montreal,Ubisoft
Knights of Honor II: Sovereign,736820,2022-12-06,44.99,76,Mostly Positive,77,Black Sea Games,THQ Nordic
SpongeBob SquarePants: The Cosmic Shake,1282150,2023-01-31,39.99,71,Very Positive,93,Purple Lamp,THQ Nordic
IXION,1113120,2022-12-07,34.99,71,Mostly Positive,75,Bulwark Studios,Kasedo Games
Anno 1800,916440,2019-04-16,59.99,81,Very Positive,82,Ubisoft Mainz,Ubisoft
Solar Ash,1867530,2021-12-02,39.99,78,Very Positive,90,Heart Machine,Annapurna Interactive
WILD HEARTS,1938010,2023-02-17,69.99,75,Mixed,48,"KOEI TECMO GAMES CO., LTD.",Electronic Arts
Street Fighter 6,1364780,2023-06-02,59.99,92,Very Positive,88,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
Wavetale,1823930,2022-12-12,29.99,78,Very Positive,90,Thunderful Development,Thunderful Publishing
Wo Long: Fallen Dynasty,1448440,2023-03-03,59.99,79,Mixed,47,"KOEI TECMO GAMES CO., LTD.",CE-Asia(Asia)
River City Girls 2,1920480,2022-12-14,39.99,81,Very Positive,85,WayForward,Arc System Works
Immortals Fenyx Rising,2221920,2020-12-03,59.99,79,Mostly Positive,70,Ubisoft,Ubisoft
Tom Clancy's The Division 2,2221490,2019-03-15,29.99,84,Mostly Positive,71,Ubisoft,Ubisoft
Returnal,1649240,2023-02-15,59.99,86,Very Positive,81,Housemarque,PlayStation PC LLC
ENDLESS Dungeon,1485590,2023-10-19,29.99,76,Mixed,67,AMPLITUDE Studios,SEGA
EA SPORTS PGA TOUR,1677350,2023-04-06,69.99,72,Mixed,55,Electronic Arts - Tiburon,Electronic Arts
WWE 2K23,1942660,2023-03-17,59.99,79,Very Positive,81,Visual Concepts,2K
Neptunia: Sisters VS Sisters,1932160,2023-01-24,49.99,74,Very Positive,86,Idea Factory,Idea Factory International
The Elder Scrolls Online: Necrom,2172860,2023-06-05,39.99,82,Mostly Positive,72,ZeniMax Online Studios,Bethesda Softworks
Redfall,1294810,2023-05-02,69.99,53,Mostly Negative,33,Arkane Austin,Bethesda Softworks
Watch Dogs: Legion,2239550,2020-10-29,59.99,72,Mixed,58,Ubisoft Toronto,Ubisoft
SpellForce: Conquest of Eo,1581770,2023-02-03,29.99,77,Very Positive,80,Owned by Gravity,THQ Nordic
The Great War: Western Front,2109370,2023-03-30,34.99,71,Mostly Positive,72,Petroglyph,Frontier Foundry
Wanted Dead,1981610,2023-02-14,39.99,57,Mixed,61,Soleil Ltd.,110 Industries SA
Labyrinth of Galleria: The Moon Society,1998340,2023-02-14,49.99,83,Very Positive,88,"Nippon Ichi Software, Inc.","NIS America, Inc."
Shadow Warrior 3: Definitive Edition,1036890,2023-02-16,39.99,76,Mixed,67,Flying Wild Hog,Devolver Digital
Atelier Ryza 3: Alchemist of the End and the Secret Key,1999770,2023-03-24,59.99,85,Very Positive,92,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
Redemption Reapers,2139300,2023-02-22,49.99,61,Mostly Positive,71,Adglobe,Binary Haze Interactive
Chef Life: A Restaurant Simulator,1122340,2023-02-23,29.99,74,Very Positive,83,Cyanide Studio,Nacon
Phantom Brigade,553540,2020-11-16,29.99,70,Mostly Positive,74,Brace Yourself Games,Brace Yourself Games
Scars Above,1196090,2023-02-28,39.99,69,Mostly Positive,74,Mad Head Games,Prime Matter
Atlas Fallen,1230530,2023-08-09,49.99,71,Mixed,65,Deck13,Focus Entertainment
Age of Wonders 4,1669000,2023-05-02,49.99,82,Very Positive,81,Triumph Studios,Paradox Interactive
Minecraft Legends,1928870,2023-04-18,39.99,65,Mixed,61,Mojang Studios,Xbox Game Studios
Sherlock Holmes The Awakened,1949030,2023-04-11,39.99,72,Very Positive,85,Frogwares,Frogwares
The Mageseeker: A League of Legends Story,1457080,2023-04-18,29.99,78,Very Positive,84,Digital Sun,Riot Forge
Call of Duty: Black Ops Cold War,1985810,2020-11-13,59.99,76,Very Positive,81,Treyarch,Activision
Call of Duty: Modern Warfare,2000950,2019-10-25,59.99,81,Mostly Positive,76,Infinity Ward,Activision
Call of Duty: Vanguard,1985820,2021-11-05,59.99,72,Mixed,67,Sledgehammer Games,Activision
Clash - Artifacts of Chaos,1430680,2023-03-09,29.99,69,Very Positive,95,ACE Team,Nacon
Ghost Trick: Phantom Detective,1967430,2023-06-30,29.99,90,Overwhelmingly Positive,98,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
Exoprimal,1286320,2023-07-14,59.99,68,Mostly Positive,79,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
Bleak Faith: Forsaken,1173220,2023-03-10,29.99,63,Mixed,69,Archangel Studios,Archangel Studios
Mato Anomalies,2024390,2023-03-10,39.99,61,Mostly Positive,75,Arrowiz,Prime Matter
Meet Your Maker,1194810,2023-04-04,29.99,76,Mostly Positive,72,Behaviour Interactive Inc.,Behaviour Interactive Inc.
The Legend of Heroes: Trails to Azure,1668520,2023-03-14,39.99,86,Very Positive,98,Nihon Falcom,"NIS America, Inc."
LEGO 2K Drive,1451810,2023-05-19,59.99,74,Mixed,60,Visual Concepts,2K
Park Beyond,1368130,2023-06-16,49.99,66,Mixed,57,Limbic Entertainment,Bandai Namco Europe S.A.S.
LIVE A LIVE,2014380,2023-04-27,49.99,85,Very Positive,89,Square Enix,Square Enix
World War Z,699130,2019-04-16,29.99,70,Very Positive,84,Saber Interactive Inc,Saber Interactive Inc
STRANGER OF PARADISE FINAL FANTASY ORIGIN,1358700,2022-03-18,39.99,67,Very Positive,85,Square Enix,Square Enix
The Lord of the Rings: Gollum,1265780,2023-05-25,49.99,38,Mostly Negative,37,Daedalic Entertainment,Nacon
Mega Man Battle Network Legacy Collection Vol. 2,1798020,2023-04-14,39.99,80,Very Positive,93,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
Mega Man Battle Network Legacy Collection Vol. 1,1798010,2023-04-14,39.99,80,Very Positive,93,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
Stray Blade,1621990,2023-04-20,34.99,60,Mixed,67,Point Blank Games,505 Games
Atelier Marie Remake: The Alchemist of Salburg,2138090,2023-07-13,49.99,75,Very Positive,91,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
Railway Empire 2,1644320,2023-05-25,49.99,79,Mostly Positive,72,Gaming Minds Studios,Kalypso Media
Evil Dead: The Game,1493750,2022-05-13,29.99,76,Mixed,67,Saber Interactive,"Boss Team Games, LLC"
Aliens: Dark Descent,1150440,2023-06-20,39.99,75,Very Positive,89,Tindalos Interactive,Focus Entertainment
Quantum Break,474960,2016-04-05,39.99,66,Very Positive,86,Remedy Entertainment,Xbox Game Studios
ARMORED CORE VI FIRES OF RUBICON,1888160,2023-08-24,59.99,88,Very Positive,90,FromSoftware Inc.,Bandai Namco Entertainment Inc.
Showgunners,1155330,2023-05-02,29.99,75,Very Positive,94,Artificer,Good Shepherd Entertainment
Super Mega Baseball 4,1487210,2023-06-02,49.99,79,Mostly Positive,75,Metalhead Software Inc.,Electronic Arts
F1 23,2108330,2023-06-15,69.99,81,Very Positive,87,Codemasters,Electronic Arts
Darkest Dungeon II,1940340,2023-05-08,39.99,82,Mostly Positive,76,Red Hook Studios,Red Hook Studios
Fuga: Melodies of Steel 2,2001340,2023-05-11,39.99,86,Very Positive,98,CyberConnect2,CyberConnect2
Far Cry 6,2369390,2021-10-07,59.99,74,Mostly Positive,72,Ubisoft Toronto,Ubisoft
Lords Of The Fallen,1501750,2023-10-13,59.99,75,Mixed,60,HEXWORKS,CI Games
After Us,1406810,2023-05-23,29.99,71,Very Positive,83,Piccolo,Private Division
Miasma Chronicles,1649010,2023-05-23,49.99,69,Mostly Positive,79,The Bearded Ladies,505 Games
Total War: PHARAOH,1937780,2023-10-11,59.99,75,Mixed,56,CREATIVE ASSEMBLY,SEGA
Fairy Fencer F: Refrain Chord,2228390,2023-05-23,49.99,73,Mostly Positive,75,IDEA FACTORY,Idea Factory International
Ratchet and Clank: Rift Apart,1895880,2023-07-26,59.99,85,Very Positive,89,Insomniac Games,PlayStation PC LLC
Vampire: The Masquerade  Swansong,1299510,2022-05-19,49.99,66,Mostly Positive,71,Big Bad Wolf,Nacon
STORY OF SEASONS: A Wonderful Life,2111170,2023-06-27,39.99,76,Very Positive,80,Marvelous Inc.,XSEED Games
Jagged Alliance 3,1084160,2023-07-14,44.99,81,Very Positive,89,Haemimont Games,THQ Nordic
F1 Manager 2023,2287220,2023-07-31,54.99,79,Mostly Positive,75,Frontier Developments,Frontier Developments
Tour de France 2023,2062690,2023-06-08,39.99,73,Mostly Positive,77,Cyanide,Nacon
MotoGP23,2100160,2023-06-08,49.99,75,Mostly Positive,71,Milestone S.r.l.,Milestone S.r.l.
Pro Cycling Manager 2023,2063610,2023-06-08,39.99,69,Mixed,68,Cyanide Studio,Nacon
Riders Republic,2290180,2021-10-28,39.99,78,Very Positive,84,Ubisoft Annecy,Ubisoft Entertainment
Remnant II,1282100,2023-07-25,49.99,80,Very Positive,84,Gunfire Games,Gearbox Publishing
Like a Dragon Gaiden: The Man Who Erased His Name,2375550,2023-11-09,49.99,77,Overwhelmingly Positive,97,Ryu Ga Gotoku Studio,SEGA
Lies of P,1627720,2023-09-19,59.99,83,Very Positive,92,NEOWIZ,NEOWIZ
Fae Farm,2230110,2023-09-08,39.99,75,Very Positive,80,Phoenix Labs,Phoenix Labs
PAYDAY 3,1272080,2023-09-21,39.99,67,Mixed,42,Starbreeze Studios,Deep Silver
Cities: Skylines II,949230,2023-10-24,49.99,74,Mixed,60,Colossal Order Ltd.,Paradox Interactive
Eternights,1402110,2023-09-12,29.99,75,Very Positive,88,Studio Sai,Studio Sai
Gord,1351210,2023-08-17,34.99,59,Mixed,50,Covenant.dev,Team17
The Texas Chain Saw Massacre,1433140,2023-08-18,39.99,72,Mostly Positive,76,Sumo Digital,Gun Interactive
The Lamplighters League,1167750,2023-10-03,49.99,73,Mostly Positive,71,Harebrained Schemes,Paradox Interactive
Layers of Fear,1946700,2023-06-15,29.99,73,Mostly Positive,79,Anshar Studios,Bloober Team SA
Tom Clancys Rainbow Six Extraction,2379390,2022-01-20,39.99,71,Mixed,69,Ubisoft Montreal,Ubisoft
Trepang2,1164940,2023-06-21,29.99,78,Very Positive,94,Trepang Studios,Team17
Persona 5 Tactica,2254740,2023-11-17,59.99,77,Very Positive,82,ATLUS,SEGA
STAR OCEAN THE SECOND STORY R,2238900,2023-11-02,49.99,82,Overwhelmingly Positive,96,Square Enix,Square Enix
NOBUNAGAS AMBITION: Awakening,1336980,2022-07-20,59.99,71,Mostly Positive,72,Genm Corp,Genm Corp
AEW: Fight Forever,1913210,2023-06-29,59.99,68,Mixed,67,YUKE'S,"All Elite Wrestling, LLC"
Galactic Civilizations IV,1357210,2022-04-26,49.99,67,Mostly Positive,73,Stardock Entertainment,Stardock Entertainment
The Legend of Heroes: Trails into Reverie,1668540,2023-07-07,59.99,82,Very Positive,94,Nihon Falcom,"NIS America, Inc."
DRAGON QUEST TREASURES,2021210,2023-07-14,49.99,81,Mostly Positive,75,Square Enix,Square Enix
My Friendly Neighborhood,1574260,2023-07-18,29.99,81,Overwhelmingly Positive,96,John Szymanski,DreadXP
Moving Out 2,1641700,2023-08-15,29.99,82,Very Positive,86,SMG Studio,Team17
Unholy,817020,2023-07-20,29.99,52,Mixed,52,Duality Games,HOOK
Blasphemous 2,2114740,2023-08-24,29.99,83,Very Positive,94,The Game Kitchen,Team17
Fate/Samurai Remnant,1902690,2023-09-28,59.99,80,Very Positive,92,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
Ad Infinitum,1234430,2023-09-14,34.99,68,Very Positive,82,Hekate,Nacon
Call of Duty: Modern Warfare II,1962660,2022-10-28,69.99,79,Overwhelmingly Negative,16,Infinity Ward,Activision
Rune Factory 3 Special,2243710,2023-09-05,39.99,69,Very Positive,97,Marvelous Inc.,Marvelous
Stray Gods: The Roleplaying Musical,1920780,2023-08-10,29.99,75,Very Positive,94,Summerfall Studios,Humble Games
Trine 5: A Clockwork Conspiracy,1436700,2023-08-31,29.99,80,Overwhelmingly Positive,95,Frozenbyte,THQ Nordic
Shadow Gambit: The Cursed Crew,1545560,2023-08-17,39.99,85,Overwhelmingly Positive,95,Mimimi Games,Mimimi Games
Call of Duty: Modern Warfare III,2519060,2023-11-10,69.99,57,Mostly Negative,29,Sledgehammer Games,Activision
Bomb Rush Cyberfunk,1353230,2023-08-18,39.99,75,Overwhelmingly Positive,98,Team Reptile,Team Reptile
Ghostrunner 2,2144740,2023-10-26,39.99,80,Very Positive,90,One More Level,505 Games
WrestleQuest,1867510,2023-08-22,29.99,69,Very Positive,84,Mega Cat Studios,Skybound Games
Forza Motorsport,2440510,2023-10-09,69.99,83,Mostly Negative,38,Turn 10,Xbox Game Studios
Warhammer Age of Sigmar: Realms of Ruin,1844380,2023-11-17,59.99,67,Mixed,65,Frontier Developments,Frontier Developments
Saints Row,742420,2022-08-23,29.99,64,Mixed,65,Volition,Deep Silver
Under The Waves,1975440,2023-08-28,29.99,75,Mostly Positive,79,Parallel Studio,Quantic Dream
Goodbye Volcano High,1310330,2023-08-29,29.99,82,Very Positive,91,KO_OP,KO_OP
Star Trek: Infinite,1622900,2023-10-12,29.99,65,Mixed,57,Nimble Giant Entertainment,Paradox Interactive
Football Manager 2024,2252570,2023-11-06,59.99,84,Very Positive,86,Sports Interactive,SEGA
Song of Nunu: A League of Legends Story,1333200,2023-11-01,29.99,75,Overwhelmingly Positive,96,Tequila Works,Riot Forge
The Legend of Nayuta: Boundless Trails,1668530,2021-12-10,39.99,80,Very Positive,97,Nihon Falcom,"NIS America, Inc."
The Talos Principle 2,835960,2023-11-02,29.99,88,Overwhelmingly Positive,96,Croteam,Devolver Digital
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS,1020790,2023-11-17,59.99,60,Mixed,49,"CyberConnect2 Co., Ltd.",Bandai Namco Entertainment
Overpass 2,1830630,2023-09-28,39.99,63,,0,Neopica,Nacon
Dungeons 4,1643310,2023-11-09,49.99,76,Very Positive,89,Realmforge Studios,Kalypso Media
RoboCop: Rogue City,1681430,2023-11-02,49.99,75,Very Positive,93,Teyon,Nacon
Tony Hawks Pro Skater 1 and 2,2395210,2020-09-04,39.99,88,Very Positive,89,Vicarious Visions,Activision
Silent Hope,1960110,2023-10-03,39.99,73,Mostly Positive,78,Marvelous Inc.,Marvelous
Ooblets,593150,2023-10-05,29.99,62,Very Positive,91,Glumberland,Glumberland
Gangs of Sherwood,1351000,2023-11-30,39.99,48,Mixed,50,Appeal Studios,Nacon
Flashback 2,2008420,2023-11-16,39.99,30,Mixed,40,Microids Studio Paris,Microids
Borderlands 3,397540,2019-09-13,59.99,81,Very Positive,85,Gearbox Software,2K
Skull Island: Rise of Kong,2097890,2023-10-17,39.99,23,Mostly Negative,35,IguanaBee,GameMill Entertainment
Kona II: Brume,1229020,2023-10-18,29.99,79,Very Positive,85,Parabole,Ravenscourt
The Jackbox Party Pack 10,2216830,2023-10-19,34.99,74,Mixed,65,"Jackbox Games, Inc.","Jackbox Games, Inc."
Dark Envoy,945770,2023-10-24,29.99,68,Mostly Positive,76,Event Horizon,Event Horizon
Thirsty Suitors,1617220,2023-11-02,29.99,80,Very Positive,97,Outerloop Games,Annapurna Interactive
The Invincible,731040,2023-11-06,29.99,71,Very Positive,90,Starward Industries,11 bit studios
Nickelodeon All-Star Brawl 2,2017080,2023-11-07,49.99,73,Very Positive,85,Fair Play Labs,GameMill Entertainment
Resolutiion,975150,2020-05-28,34.98,67,Mixed,68,Monolith of Minds,WhisperGames
Combat Mission Battle for Normandy,2297010,2011-05-17,59.99,81,Mostly Positive,79,Battlefront,Slitherine Ltd.
Last Labyrinth,979400,2019-11-12,29.99,60,Mostly Positive,76,AMATA K.K.,AMATA K.K.
